id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name,has_buynow
73124602,7494611465205,Bình Giữ Nhiệt Thép Không Gỉ Vacuum Bottle Lock&Lock LHC6180FU (800ml) thiết kế xách tay dễ dàng cho việc mang theo. Màu sắc nổi bật mang đển cảm giác trẻ trung khi sử dụng.Bình giữ nhi...,348000,677000,,329000,49,6643,,available,,1000,1000,,48077,LocknLock,True
141298301,3461618569285,Sản phẩm được đóng trong túi zipper trong suốt và niêm phong kín.Đơn vị tính: GóiĐịnh lượng/gói: 2 hạtXuất xứ: Việt Nam - RADO seedsTỉ lệ nảy mầm: 89%--------------------------Thời vụ trồng dưa ...,7490,7490,,0,0,10,,available,,1000,1000,,111461,OEM,True
115092053,6156159064709,"Theo các chuyên gia y tế, tối thiểu bạn nên thay ga giường, gối 1 lần/tuần. Bởi trên mặt ga giường, vỏ gối chứa vô số vi khuẩn từ tế bào chết trên da (cơ thể mất hàng triệu tế bào da mỗi ngày), phấn t...",69000,120000,,51000,43,583,,available,,1000,1000,,697923,LIDACO,True
186558014,6994053079370,"Combo 10 Móc Dán Tường Treo Đồ Đa Năng Siêu Chịu LựcMỗi miếng dán sử dụng keo cường lực, độ bám dính tốt, nhưng khách chỉ nên dán trên bề mặt tường mịn màng, không lồi lỗ để đảm bảo thời gian sử dụng...",19900,19900,,0,0,207,,available,,1000,1000,,5706641,NAVIVU,True
193207962,8667446727227,"Thiết kế đẹp mắt, decor phù hợp với mọi không gianChảo vân đá đáy từ Nagakawa NAG06 với màu sắc trắng trang nhã và tay cầm màu vân gỗ, có tính decor cao tô điểm sẽ làm sáng không gian bếp gia đình bạ...",318000,400000,,82000,21,9,,available,,1000,1000,,110935,Nagakawa,True
1657931,2083613875744,"Vợt Muỗi Sunhouse SHE-E250 có kiểu dáng gọn nhẹ với thiết kế lưới điện an toàn, được làm bằng 2 lớp lưới nhôm (bên ngoài) và 1 lớp lưới sắt (bên trong), giúp tiêu diệt muỗi nhanh chóng.Sản phẩm có kh...",81100,119000,,37900,32,1231,,available,,1000,1000,,41048,Sunhouse,True
84566545,3448170956202,Ổ cắm đa năng USB Nakagami công nghệ Nhật Bản. Sản phẩm ổ cắm điện Nakagami có thiết kế kiểu dáng nhỏ gọn có thể sử dụng đa năng cho nhiều vị trí trong gia đình bạn. Thiết kế bao gồm 2 lỗ cắm USB và ...,155000,155000,,0,0,906,,available,,1000,1000,,290071,Nakagami,True
186627908,4742192840663,"Ghế Gác Chân Công Thái Học, Ghế Kê Chân Văn Phòng Ergonomic Footrest Đầy Đủ Phiên Bản Ghế gác chân công thái học được nghiên cứu và thiết kế khoa học giúp nâng đỡ chân thoải mái khi làm việc, học hàn...",189000,280000,,91000,33,173,,available,,1000,1000,,111461,OEM,True
83412126,2186358773080,Bình Giữ Nhiệt Lock&Lock Energetic One-Touch Tumbler LHC3249 - 550ML với thiết kế nắp mở một chạm dễ dàng: Đẩy sang trái để mở khóa đồng thời mở nắp.Miệng cốc rộng: Dễ dàng thêm đá viên và chùi ...,262000,528000,,266000,50,3239,,available,,1000,1000,,48077,LocknLock,True
53789448,6888275518789,   BẠN MUỐN MUA THÊM SẢN PHẨM KHÁC CỦA PARROTI Bộ lau nhà ProMax - Size LớnThùng rác Parroti BinCọ bồn cầu Parroti Silicon Bộ cây lau nhà thông minh tự vắt Parroti ...,395000,799000,,404000,51,3646,,available,,1000,1000,,746615,Parroti,True
201040328,4080016476690,- Bình giữ nhiệt LocknLock Riga Tumbler Vietnam Edition LHC4160 897ml có quai xách dễ dàng mang đi mọi nơi- Bộ lọc thép không gỉ và ngăn đá tràn khi uống- Miệng bình rộng dễ dàng vệ sinh- Ống hút ...,368000,715000,,347000,49,144,,available,,1000,1000,,48077,LocknLock,True
169978766,5015419822189,THÔNG TIN SẢN PHẨM- Tên sản phẩm: Túi Hút Chân Không Deli- Chất liệu: Nhựa Cao cấp- Kích thước: Size S: 60 x 40 cm (Dài x Rộng)Size M: 70 x 50 cm (Dài x Rộng)Size L: 80 x 60 cm (Dài x Rộng)Size ...,19900,35820,,15920,44,160,,available,,1000,1000,,46703,Deli,True
11488920,6235877269401,"Bình Giữ Nhiệt Lock&Lock RigaTumbler LHC4160GRN có tiết kế nhẹ, đẹp, cá tính, giữ nhiệt tốt, bền, thích hợp sử dụng như bình nước dành cho hoạt động ngoài trời! có thể mang theo bất cứ nơi đâu nh...",368000,715000,,347000,49,5931,,available,,1000,1000,,48077,LocknLock,True
99621372,4566919726066,"Bình giữ nhiệt Lock&Lock Belt Bottle LHC4267 490ml với quai xách kiểu dáng dây đai giúp dễ dàng mang đi.Tay cầm TPE ngăn nắp rơi ra và mất, dây đai cố định nắp trong khi uống.Nắp được giữ cố ...",281000,473000,,192000,41,1191,,available,,1000,1000,,48077,LocknLock,True
184126392,5213383115598,"1. THÔNG TIN SẢN PHẨM Bình giữ nhiệt 450ml có cốc- Chất liệu: Lõi inox 304 an toàn- Dùng để đựng trà,cafe,nước uống-Dung tích: 500ml-Trọng lượng: 230 gram-Kích thước: 15cm cao x 9 cm đường kính-Cấu t...",219000,399000,,180000,45,0,,available,,1000,1000,,111461,OEM,True
99868980,5466758134944,"   Bình Giữ Nhiệt Locknlock Bucket Tumbler LHC4269 có tay cầm chắc chắn thuận tiện mang đi.Nắp và lưới lọc có thể tháo rời, dễ dàng vệ sinh.Miệng bình rộng đủ để vệ sinh bên trong và thêm đá v...",281000,473000,,192000,41,2030,,available,,1000,1000,,48077,LocknLock,True
165937800,6022623997413,"       Nồi Lẩu Điện Mini 2 Tầng Chống Dính Tặng Khay Hấp (Chiên, Xào, Rán, Lẩu, Nấu Cơm), Ca Nấu Mì Mini Đa Năng   Nồi lẩu điện mini đa năng có tay cầm được nhập khẩu với chất lượng cao cấp an to...",112485,112485,,0,0,1,,available,,1000,1000,,111461,OEM,True
99994000,9415199298102,"Bình giữ nhiệt có ống hút Lock&Lock Bucket Tumbler with Straw LHC4268 thiết kế tay cầm chắc chắn giúp bạn thuận tiện mang theo mọi lúc mọi nơi.Nắp và lưới lọc có thể tháo rời, dễ dàng vệ sinh....",281000,473000,,192000,41,1274,,available,,1000,1000,,48077,LocknLock,True
71890908,5955369732589,Thùng giặt bằng nhựa chắc chắnBộ lau nhà xoay 360 độ SUNHOUSE KS-CL330S được thiết kế tiện dụng với thùng vắt làm bằng nhựa tổng hợp với 2 màu sắc bắt mắt là xanh lá cây và màu tím. Kích thước phù hợ...,263000,412000,,149000,36,453,,available,,1000,1000,,41048,Sunhouse,True
11058658,3505486111914,Túi đựng rác tự phân hủy được sản xuất bởi chất liệu HDPE và Phụ gia tự hủyTúi có khả năng tự phân hủy trong môi trường tự nhiên trong thời gian ít hơn rất nhiều so với các loại túi rác thông thường ...,45000,54000,,9000,17,567,,available,,1000,1000,,288231,Titapha,True
2153235,6747317448906,"Bình Giữ Nhiệt Lock&Lock Feather Light LHC4131BKB thiết kế thân thẳng, kiểu dáng thon gọn và màu sắc bắt mắt, dễ dàng đóng mở, tiện lợi cho bạn mang theo đến văn phòng, trường học hay đi dã ngoại....",280000,545000,,265000,49,2890,,available,,1000,1000,,48077,LocknLock,True
70656791,6725962688458,Loại sản phẩm: Giấy ănChất liệu: Bột treThành phần: 100% bột sợi tre nguyên chất...,125000,125000,,0,0,2231,,available,,1000,1000,,863033,ycool,True
226036798,9070987023180,"Bình Giữ Nhiệt LocknLock 550ml LHC3249 với phần nắp bật dễ dàng mở và thưởng thức đồ uốngHọa tiết hoa anh đào mới lạ, trẻ trungChất liệu bình bằng thép không gỉ 316L giúp sản phẩm chịu nhiệt và ch...",272000,549000,,277000,50,22,,available,,1000,1000,,48077,LocknLock,True
182971940,7966240754631,Bình giữ nhiệt LocknLock có 2 nắp thay thế New Clip Tumbler 540ml LHC4279 có cấu trúc tường đôi cho hiệu quả cách nhiệt và giữ mát xuất sắc cũng như ngăn ngừa được việc đọng nước ngoài thành bình.Ha...,258000,520000,,262000,50,207,,available,,1000,1000,,48077,LocknLock,True
56941523,4192161694351,"Ly nhựa 2 lớp LocknLock kèm ống hút HAP507 750ml hai lớp cách nhiệt tốt, ngăn chặn sự ảnh hưởng từ nhiệt độ bên ngoài. Bề mặt ly ít bị đọng nước dù bạn dùng ly để đựng nước đá.Miệng ly rộng giúp bạn ...",112000,217000,,105000,48,1841,,available,,1000,1000,,48077,LocknLock,True
48045630,8111055666089,Panasonic là thương hiệu nổi tiếng thế giới chuyên sản xuất các dòng pin gắn trong. Mang lại hiệu suất tuyệt vời cho thiết bị đồng thời bảo vệ môi trườngVới công nghệ NHẬT BẢN Pin CR2032 sẽ mang lại ...,90000,100000,,10000,10,585,,available,,1000,1000,,18804,Panasonic,True
204431176,3776183662762,"Móc treo Parroti Handy có keo dán thuận tiện không cần khoan đục hoặc đinh vít.Sử dụng để treo các vật dụng như túi xách, chìa khóa, ô dù, mũ hoặc các đồ dùng trong nhà bếp ,phù hợp với nhiều vị trí...",9900,22000,,12100,55,7,,available,,1000,1000,,746615,Parroti,True
172940012,9759691303978,"Bộ Dao Nhà Bếp Nhật 6 Món Cao Cấp - Chính hãng DODODIOS  Bộ dao inox 6 món Nhật Bản được làm bằng inox bền đẹp, cứng chắc, dễ dàng chùi rửa khi bị bám bẩn. Chất liệu chống gỉ sét, chống ăn mòn, k...",199000,199000,,0,0,49,,available,,1000,1000,,5272071,dododios,True
21441057,9944927310617,"Chảo Chống Dính Đá Sunhouse SBD18 được tin dùng bởi công năng tuyệt vời, độ chống dính cao cùng với kết cấu bền chắc. Bề mặt phủ lớp đá Marble khiến cho tổng quan sản phẩm đẹp mắt, ấn tượng và nổi bật...",166000,283000,,117000,41,747,,available,,1000,1000,,41048,Sunhouse,True
90531871,4758446326246,"  Đèn bàn không chỉ là một dụng cụ cần thiết cho việc học tập, cũng như làm việc của bạn mà còn là một vật trang trí không thể thiếu cho căn phòng của bạn. Đèn bàn Moontronics MT01 là một sản phẩm...",159000,190000,,31000,16,950,,available,,1000,1000,,4251381,Moontronics,True
52504270,2215202432605,"Chiếu Mây Điều Hòa Cao CấpChiếu mây điều hòa hay còn gọi là chiếu sợi mây điều hòa nguyên bản được làm từ chất liệu là các sợi mây đan vào nhau, mặt dưới là lớp lót bằng vải không, viền xung quanh ch...",199000,209000,,10000,5,627,,available,,1000,1000,,697923,LIDACO,True
53583472,4451468802389,"Bộ Hộp Cơm Giữ Nhiệt Lock&Lock Easy Carry 2L LHC8039 Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa) được làm bằng chất liệu thép không gỉ cao cấp, không những bền chắc mà còn mang lại hi...",857000,1667000,,810000,49,2492,,available,,1000,1000,,48077,LocknLock,True
118858137,4586275456734, Nạo Gọt Rau Củ Quả JODILY Inox 304 Hàng Cao Cấp - Mua 1 Lần Dùng Mãi Mãi (Hoàn tiền 10 lần nếu giao hàng không đúng mô tả và hỉnh ảnh và video) THÔNG TIN SẢN PHẨM:  Nạo gọt hoa củ quả là món đồ khôn...,70000,70000,,0,0,54,,available,,1000,1000,,5063093,Jodily StarHome,True
190726748,2562384115025,"Móc dán tường, treo tường D6xR6cm chịu lực tốt, tiện lợi treo vật trang trí phòng khách, đồ dùng nhà bếp, phòng tắm  ĐẶC ĐIỂM NỔI BẬT- Thiết kế trong suốt độc đáo giúp sản phẩm gần như vô hình khá ...",1800,3000,,1200,40,0,,available,,1000,1000,,154455,Greenhome,True
184521772,9015771832066,"  * KÍCH THƯỚC SẢN PHẨM- Size S - Mã sản phẩm A703: Đường kính ngoài 8.2cm, độ cao thân chậu 11.3cm, độ cao giỏ chậu 7.2cm.- Size M - Mã sản phẩm A705: Đường kính ngoài 10.5cm, độ cao thân c...",35000,35000,,0,0,24,,available,,1000,1000,,111461,OEM,True
25421013,6064688338125,"Bộ Nồi Inox 3 Đáy Sunhouse SH335 chất liệu inox sáng bóng, bền đẹp, sử dụng được trên mọi loại bếp.Quai núm bằng inox, đinh tán chắc chắn, an toàn khi sử dụng.Đáy nồi cấu tạo 3 lớp, truyền nhi...",453000,660000,,207000,31,126,,available,,1000,1000,,41048,Sunhouse,True
59455490,1132408681471,"Nồi Hấp Inox 3 Tầng 30cm khâc các nồi 3 tầng 28cm nhéĐiểm nổi bật: - Sản phẩm gồm phần nồi và xửng hấp, là lựa chọn thông minh của người nội trợ, giúp công việc nấu nướng dễ dàng hơn.Hấp 3 tầng 30cmBộ...",129990,129990,,0,0,0,,available,,1000,1000,,111461,OEM,True
186256010,2595430081331,"** Ưu điểm:– Sản phẩm có đường may khéo léo, chắc chắn.– Màu sắc nổi bật, an toàn cho sức khỏe gia đình bạn.– Dùng để thay đổi cho không gian phòng ngủ thêm phong phú hoặc để dùng kèm với bộ cũ của...",38000,45000,,7000,16,29,,available,,1000,1000,,697923,LIDACO,True
71111080,1339941558226,"Kệ Để Giày Dép Inox 5 Tầng Chính Hãng Amalife, Giá Để Giày Inox 5 Tầng - Chọn MàuMô Tả Chi Tiết - Kệ Để Giày Dép 5 Tầng Chính Hãng Amalife - Chọn Màu:Kệ Để Giày Dép Inox 5 Tầng, Giá Để Giày Inox...",127000,169000,,42000,25,282,,available,,1000,1000,,456351,Amalife,True
206485076,7914870955601,"Một nén hương - Một lòng thành kính. Một làn khói - Một tâm an. Hay đơn giản là sự thư giãn tịnh tâm sau 1 ngày dài làm việc căng thẳng.Bạn chọn làn khói thiên nhiên thuần khiết, làn khói an toàn cho...",37000,55000,,18000,33,121,,available,,1000,1000,,7486975,Dương Minh Since 1984,True
59047203,3862029310341,"Đầu Cắm Tưới Nhỏ Giọt (10 Cái) là dụng cụ tưới hữu ích cho vườn cây mỗi khi chủ nhân đi xa không chăm tưới được.Thiết kế chắc chắn, nhỏ gọn, nhẹ nhàng tiện lợi sẽ giúp bạn thoải mái khi tưới cây.Qu...",37689,37689,,0,0,102,,available,,1000,1000,,111461,OEM,True
76834277,2409071801116,(*) LƯU Ý: MIẾNG LAU CHỈ SỬ DỤNG ĐƯỢC CHO SẢN PHẨM PARROTI PRO PR01 1. ƯU ĐIỂM SẢN PHẨM:- Vải lau dày dặn và thấm hút tốt- Làm từ chất liệu Microfiber có khả năng kháng khuẩn 99%- Có thể gom ...,73000,135000,,62000,46,306,,available,,1000,1000,,746615,Parroti,True
17423771,1693054414764,Hàng năm có khoảng 600 triệu viên pin bị vứt bỏ. Số lượng pin này xếp dài ra sẽ tương đương quãng đường từ Anh sang Úc!Pin có nhiều loại với nhiều kích thước khác nhau: Có viên pin có kích thước chỉ n...,80000,100000,,20000,20,627,,available,,1000,1000,,18804,Panasonic,True
108243510,1685435161275,"Kiểu dáng bắt mắtChảo Inox 5 Đáy Sunhouse IN20M2 được thiết kế đẹp mắt với mặt ngoài inox cao cấp, bắt mắt, có khả năng hạn chế trầy xước và bám bẩn. Lòng chảo tráng chống dính màu đen đem lại tổng ...",296000,370000,,74000,20,123,,available,,1000,1000,,41048,Sunhouse,True
31716504,9466168102207,"Cây sinh trưởng và phát triển khoẻ,kháng bệnh tốt,độ đồng đều cao dễ trồng.Cây dạng leo.Thu sau 50-55 ngày gieo, thu bền. Thời vụ gieo trồng: quanh năm...",14400,14400,,0,0,0,,available,,1000,1000,,111461,OEM,True
3480627,9330774535233,"  Bộ Cây Lau Nhà Xoay Tay Compact Spin Mop Lock&Lock ETM466: Thùng Giặt + Cây + Bông LauThùng chứa được làm bằng chất liệu nhựa PP cao cấp, chất lượng, có khả năng chịu được va đập tốt, cho độ...",475000,924000,,449000,49,1205,,available,,1000,1000,,48077,LocknLock,True
73125530,4485355058795,"Hộp cơm thủy tinh kèm muỗng đũa LocknLock LLG991CL 930ml thiết kế vách ngăn giúp thực phẩm không bị trộn lẫn khi bỏ vào chung một hộp.Borosilicate là thủy tinh chịu nhiệt (lên tới 120 độ C), an toàn...",186000,362000,,176000,49,1254,,available,,1000,1000,,48077,LocknLock,True
892141,9969906367307,"Pin Max 8 + 4 Viên Energizer E92 BP8+4 AAAENERGIZER là thương hiệu của Mỹ, nhà sản xuất pin lâu năm và uy tín trên thế giới trong nhiều năm qua.Thông tin sản phẩm:- Điện áp: 1.5V- Kích cỡ: pin AAA,...",136000,136000,,0,0,256,,available,,1000,1000,,19312,Energizer,True
892121,8567702194984,"Pin Max 8 + 4 Viên Energizer E91 BP8+4 AA là sản phẩm có thể sử dụng cho các loại máy ảnh, điều khiển từ xa, đèn Pin, máy chơi game không dây, máy nghe nhạc MP3 và các thiết bị kỹ thuật số cá nhân khá...",138500,199000,,60500,30,9,,available,,1000,1000,,19312,Energizer,True
54145105,1259816294526,TẠI SAO BẠN NÊN MUA CỌ SILICON THAY VÌ LOẠI SỢI CƯỚC? Đầu cọ làm bằng Silicon mềm giúp tiếp xúc với bề mặt men rộng và sát hơn nên việc chùi nhanh và sạch hơn. Silicon cao cấp khác với các loại đầu...,109000,190000,,81000,43,1216,,available,,1000,1000,,746615,Parroti,True
32178075,8059080958444,"  Bộ Nồi Inox 4 Đáy Nagakawa NAG1304 bao gồm 3 nồi với 3 kích thước: 160mm; 200mm; 240mm.Thiết kế thân nồi thẳng cao, đơn giản, rất đẹp mắt với màu inox sáng bóng, được làm bằng chất liệu inox cao...",369000,700000,,331000,47,313,,available,,1000,1000,,110935,Nagakawa,True
37092919,6930936304559,"Bán hạt giống Đậu cove lùnXuất xứ: Việt NamĐộ thuần: 99%Màu sắc: Vỏ Xanh hạt trắngHạn sử dụng: 2 nămQuả dài: 15-20cmNơi trồng thích hợp: Vườn, ban công, cửa sổ, sân thượng, trồng chậu nhỏ…Gói...",6990,6990,,0,0,2,,available,,1000,1000,,111461,OEM,True
14640240,4167998775870,"Cân Điện Tử Nhà Bếp 5kg Hình 1:  Ảnh tổng quan sản phẩm Cân điện tử nhà bếp 5kg Cân điện tử 5kg có kích thước 16cm x 12.5cm làm từ chất liệu nhựa ABS cao cấp, màu trắng sang trọng, sạch sẽ. Cân có...",79000,79000,,0,0,2,,available,,1000,1000,,111461,OEM,True
1024190,4116222211578,"Bộ 3 Hộp Cơm Giữ Nhiệt Lock&Lock Mushroom LHC8025SLV - Bạc dùng để đựng thực phẩm, thích hợp để sử dụng hằng ngày.Bộ sản phẩm gồm: Hộp cơm 460ml, 2 hộp thức ăn 420ml và 280ml, 1 túi giữ nhiệt, 1...",514000,1007000,,493000,49,1226,,available,,1000,1000,,48077,LocknLock,True
110001215,6334612852198,"Bộ 20 miếng dán tường đi dây điện - kẹp cố định nút giữ luồn dây điệnNẹp Dây Điện,Kẹp Dây Điện dán tường cố định dây điện,giữ dây điện an toàn và tiện lợiPhân Loại :• Mỗi bộ sản phẩm gồm: 20 nút kẹ...",19000,29000,,10000,34,109,,available,,1000,1000,,111461,OEM,True
558335,1305935629418,Ổ Cắm Điện Có Nắp Che 5 Lỗ 2 Chân Mpower MP-153 - 3 Mét giúp bạn thuận tiện hơn khi sử dụng cho nhiều thiết bị điện tử cùng một lúc mà không gây ra tình trạng cháy nổ bởi ổ cắm đã được cài đặt hệ thốn...,105000,125000,,20000,16,86,,available,,1000,1000,,79650,Mpower,True
54484578,3821461114290,"MÔ TẢ SẢN PHẨM*LƯU Ý !!!: Sản phẩm có 03 phiên bản: Đèn không tích điện: cần phải cắm vào nguồn điện như: ổ điện, máy tính, sạc dự phòng mới có thể sử dụng đượcĐèn tích điện: tích hợp pin lithium...",189000,199000,,10000,5,1988,,available,,1000,1000,,835483,eLights,True
165013585,8664452519041,"- Lõi dây đồng chịu tải 2500W, có thể dùng cho lò nướng, lẩu điệ- Nhựa chống cháy, chịu nhiệt 750 độ C (dưới 750 độ C, ổ điện không bắt lửa, chỉ bị mềm dần)- Mỗi ổ cắm đều có công tắc riêng, lỗ cắm có...",219000,219000,,0,0,74,,available,,1000,1000,,111461,OEM,True
64988886,2301709821421,Bình giữ nhiệt Lock&Lock Flat nắp gỗ 400ml - LHC4227 có phần thân làm bằng thép không gỉ cao cấp (SUS316) mang lại sự sạch sẽ và an toàn vệ sinh hơn khi sử dụng.Lọc trà có thể tháo rời thuận ti...,275000,534000,,259000,49,791,,available,,1000,1000,,48077,LocknLock,True
125084260,3790879579475,"- Thiết kế tinh tế, màu sắc trang nhã- Chất liệu mềm mịn thoáng mát- Hoạ tiết đơn giản, màu sắc bắt mắt- Đường may chắc chắn, tỉ mỉ- Sản phẩm cho cảm giác rất thoải mái nhẹ nhàng, không bám dính, ...",38000,50000,,12000,24,85,,available,,1000,1000,,697923,LIDACO,True
71206737,2301703637561,THÔNG TIN SẢN PHẨM- Đèn laser 303 công suất 5.000mw có thể phát tia sáng xanh/đỏ (bước sóng 532nm) xa hàng km.- Thân máy: màu đen- Màu đèn: Màu xanh lá cây/đỏ- Chất liệu thân: aerometal- Nút...,137080,149000,,11920,8,207,,available,,1000,1000,,837721,Essesa,True
1398733,1012204019527,"Cây Lau Nhà Dạng Đứng Lock&Lock ETM461 ứng dụng công nghệ hơi nước hiện đại giúp bạn dễ dàng lau chùi những vết bẩn cứng đầu nhất trên sàn nhà chỉ với một lần lau, tiết kiệm thời gian cũng như ...",277000,539000,,262000,49,494,,available,,1000,1000,,48077,LocknLock,True
66621525,4346411826959,"Bình Giữ Nhiệt Lock&Lock Two-tone Clip Tumbler mang đến cho bạn cảm giác thoải mái, vui vẻ khi có thể vừa lái xe vừa uống trà hoặc cà phê nóng trên đường đến công sở trong buổi sáng bận rộn.Thiế...",260000,506000,,246000,49,2480,,available,,1000,1000,,48077,LocknLock,True
25051899,3731937514267,"Ruột Gối Nằm Có Vỏ Everon Lite - Giao Màu Ngẫu Nhiên Sản phẩm an toàn, không gây kích ứng da khi tiếp xúcChống lại các vết bẩn một cách tự nhiênKhông bị biến dạng khi giặt, chống nhăn và chống kéo ...",181000,189000,,8000,4,54,,available,,1000,1000,,204301,Everon Lite,True
59259444,6937793058205,"Video Chi tiết sản phẩmMùng Chụp, Màn Chụp Tự Bung Không Đáy Chống Muỗi Cao Cấp Thương Hiệu FUNU - Hàng Chính Hãng FUNU (Sản Xuất 100% Tại Việt Nam).Vải tuyn mềm, mịn, bền chắc đảm bảo chất lượn...",159000,170000,,11000,6,368,,available,,1000,1000,,839837,FuNu,True
72904497,3031650034739,...,179000,350000,,171000,49,326,,available,,1000,1000,,484375,OENON,True
1325531,4931540190615,"Nút tai chống ồn 3M 1100 - Giải pháp bảo vệ tai khỏi các tiếng ồn (nhà máy, xưởng in, tiếng karaoke từ hàng xóm,...). Giúp tập trung làm việc, học tập hiệu quảThương Hiệu: 3MMã Sản Phẩm: - Nút tai ...",68000,68000,,0,0,187,,available,,1000,1000,,63747,3M,True
73638934,2949572708793,"Đặc tính sản phẩmCông năng chiên xào tối ưuLòng chảo chống dính bền bỉ, an toàn Bề mặt lòng chảo phủ 2 lớp chống dính Xylan màu đen ánh kim siêu bền của Whitford (Hoa Kỳ). Đây là loại chống dính ...",164000,450000,,286000,64,338,,available,,1000,1000,,31627,Elmich,True
173211404,7514928433043,"1.Thông tin sản phẩm:- Tên sản phẩm: Ghế xoay, Ghế xoay văn phòng làm việc- Mã sản phẩm: E4928 / E4929 / E4925 / E4926G2. Thông tin chi tiết- Trọng lượng: 7.6kg - 9.1kg- Chất liệu: Chân và khung ...",709000,1618200,,909200,56,531,,available,,1000,1000,,46703,Deli,True
182709717,4134254113900,"Trong mùa mưa nguy cơ mắc phải những căn bệnh từ muỗi: sốt xuất huyết, sốt ré gia tăng.Muỗi là nguyên nhân chính gây nên bệnh sốt xuất huyết và nhiều căn bệnh khác.Để bảo vệ an toàn cho mọi người tr...",225000,225000,,0,0,79,,available,,1000,1000,,111461,OEM,True
107961500,3904766552668,Cấu trúc tường đôi: Ly Nhựa 2 Lớp LocknLock Double Wall Cold Cup Cherry Blossom 750ml HAP509 sử dụng vệ sinh hơn vì nước lạnh không bị ngưng tụ bên ngoài thành cốc.Miệng ly rộng: Dễ dàng vệ sinh bên...,129000,217000,,88000,41,992,,available,,1000,1000,,48077,LocknLock,True
696349,3998683130749," Ổ Cắm Điện 4 Lỗ 3 Chấu 3m Philips SPN1248WB/74 (2500W) gồm 4 lỗ cắm 3 chân, có thể sử dụng đồng thời cho nhiều thiết bị điện khác nhau như: quạt, tivi, sạc điện thoại... rất tiện lợi. Công suất 250...",230000,269000,,39000,14,158,,available,,1000,1000,,19018,Philips,True
161020621,2828230402720,"Chuẩn bị đất trồng Cây bầu có thể trồng trên nhiều loại đất, tuy nhiên phát triển tốt nhất trên đất tơi xốp, độ phì cao, giàu dinh dưỡng, pH trong khoảng 6-7. Đất bạn có thể mua sẵn hoặc trộn đất vớ...",17325,17500,,175,1,4,,available,,1000,1000,,111461,OEM,True
104991715,5921659206513,"Giới thiệu sản phẩmCombo Chảo chiên Tefal Natura B2260295 20cm & Chảo chiên sâu lòng Tefal Natura B2266495 24cm Độ bền vượt trội, có thể sử dụng ít dầu khi nấu ănBên ngoài được phủ sơn chống ...",349000,929000,,580000,62,1241,,available,,1000,1000,,19813,Tefal,True
137671794,6769526970328," Cân Tiểu Ly Nhà Bếp Chống Nước Cao Cấp Trừ Bì Thông Minh Khoảng Chính Xác 1g - 5kg ( Hoàn tiền 10 lần nếu giao hàng không đúng mô tả, hình ảnh và video) Giới Thiệu Sản Phẩm:  Cân tiểu ly ngày càng đ...",195000,295000,,100000,34,156,,available,,1000,1000,,5063093,Jodily StarHome,True
69929041,5034345959445,"Móc treo quần áo, đồ trẻ em, tất vớ tiện lợi với kẹp chống rơi quần áo.Chất liệu Inox cứng cáp, không rỉ sét.Phần đầu treo có khóa gài, giúp không bị rơi rớt ngay cả khi gió to.Phần kẹp có lò xo chắc ...",50000,50000,,0,0,199,,available,,1000,1000,,111461,OEM,True
57999394,9466863791713,"** Bộ ga gối cotton Tici gồm: - 01 Ga/Drap bo thun theo kích thước theo yêu cầu- 02 Vỏ gối nằm kích thước 50 x 70 cm** Bộ ga gối Cotton tici ( hay còn gọi là cotton thô, hay cotton đũi). Chất liệu vải...",189000,229000,,40000,17,414,,available,,1000,1000,,697923,LIDACO,True
201566005,5975560340166,Ly nhựa 2 lớp LocknLock kèm ống hút Dream star Double wall cold cup 750ml HAP522 có dung tích lớn 750ml Cấu trúc 2 lớp giữ nước đọng không chảy ra ngoài Miệng ly rộng giúp vệ sinh dễ dàng Nắp có gi...,112000,217000,,105000,48,50,,available,,1000,1000,,48077,LocknLock,True
45443981,3726233794062,Hạt Giống Đậu Rồng F1 - 10 Hạt [ Nảy Mầm Cực Chuẩn ]Bán hạt giống Đậu rồngXuất xứ: Việt NamĐộ thuần: 99%Màu sắc: Màu xanhSố lượng hạt: 10 HạtHạn sử dụng: 2 nămQuả dài: 10-15cmNơi trồng thích...,6920,6990,,70,1,81,,available,,1000,1000,,111461,OEM,True
200762341,7273114699245,"Thông tin sản phẩm:- Chất liệu: inox 304 chống gỉ, đảm bảo an toàn khi sử dụng hàng ngày.- Nắp nhựa PP chịu nhiệt có gioăng cao su chống tràn hiệu quả.- Dung tích: 600ml - Trọng lượng: 250g, rất nh...",199000,199000,,0,0,5,,available,,1000,1000,,111461,OEM,True
125555122,5674320219073,...,169000,169000,,0,0,112,,available,,1000,1000,,523789,IGA,True
39292323,2791955264804,"Với thiết kế đơn giản bình thủy tinh có in hình nguyên tố hóa học H20 độc lạ và nắp nhựa có ron chất liệu cao su bạn hoàn toàn an tâm khi tiếp xúc với thức uống, hoàn toàn không chảy nước khi bạn để ...",111000,111000,,0,0,25,,available,,1000,1000,,111461,OEM,True
54485029,3840114337466,...,150000,220000,,70000,32,466,,available,,1000,1000,,835483,eLights,True
